epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,87.5099,0.5852,0.48225,1.19289,0.99766,0.99479,0.9949,0.78593,0.49561,0.32583,0.96101,0.000976293,0.000976293,0.000976293
34,90.1024,0.60366,0.47874,1.20425,0.96693,0.99386,0.98163,0.77087,0.54817,0.35603,0.97413,0.000962146,0.000962146,0.000962146
35,92.4636,0.5759,0.46321,1.21167,0.99009,0.98511,0.995,0.80959,0.50645,0.3442,0.96318,0.000947999,0.000947999,0.000947999
36,94.8621,0.57586,0.46659,1.17021,0.99379,0.98967,0.99485,0.77589,0.53408,0.35389,0.96728,0.000933851,0.000933851,0.000933851
37,97.5916,0.60141,0.48041,1.19411,0.99403,0.99359,0.99263,0.80679,0.49261,0.33335,0.97606,0.000919704,0.000919704,0.000919704
38,100.259,0.57137,0.4483,1.17711,0.99827,0.99819,0.995,0.79161,0.51689,0.31724,0.94797,0.000905557,0.000905557,0.000905557
39,103.026,0.57458,0.45576,1.16247,0.9944,1,0.99498,0.80348,0.50964,0.30908,0.97508,0.00089141,0.00089141,0.00089141
40,105.745,0.55369,0.43841,1.17497,0.99535,0.98931,0.99487,0.8024,0.50476,0.313,0.95243,0.000877263,0.000877263,0.000877263
41,108.477,0.55601,0.43533,1.17303,0.99181,0.98315,0.99386,0.80624,0.51485,0.33748,0.9696,0.000863116,0.000863116,0.000863116
42,111.204,0.57491,0.45586,1.18307,0.99332,0.98336,0.99464,0.80192,0.50825,0.32816,0.96742,0.000848969,0.000848969,0.000848969
43,113.964,0.57828,0.45554,1.21819,0.98857,0.99727,0.99493,0.831,0.47465,0.31194,0.95733,0.000834822,0.000834822,0.000834822
44,116.686,0.55055,0.43835,1.16086,0.99329,0.98401,0.99483,0.8095,0.49789,0.31646,0.97959,0.000820675,0.000820675,0.000820675
45,119.423,0.56787,0.43381,1.19331,0.99114,0.98582,0.9949,0.82041,0.48137,0.31674,0.95334,0.000806528,0.000806528,0.000806528
46,122.144,0.55489,0.42059,1.15838,0.99463,0.99861,0.995,0.8219,0.49067,0.30492,0.95599,0.00079238,0.00079238,0.00079238
47,124.889,0.56355,0.42496,1.16014,0.98532,0.97666,0.99407,0.81397,0.50279,0.33998,0.97496,0.000778233,0.000778233,0.000778233
48,127.596,0.55884,0.42948,1.17091,0.99164,0.98849,0.99483,0.82392,0.49102,0.30428,0.95819,0.000764086,0.000764086,0.000764086
49,130.384,0.55317,0.42752,1.188,0.99402,1,0.99496,0.84216,0.48532,0.2926,0.96051,0.000749939,0.000749939,0.000749939
50,133.089,0.53738,0.41403,1.18324,0.99417,0.99921,0.995,0.84183,0.48605,0.29408,0.95627,0.000735792,0.000735792,0.000735792
51,135.795,0.54477,0.41379,1.17816,0.99551,0.99865,0.995,0.85637,0.47397,0.2963,0.96045,0.000721645,0.000721645,0.000721645
52,138.55,0.52686,0.39819,1.15451,0.99736,0.99426,0.995,0.81742,0.49499,0.30107,0.94447,0.000707498,0.000707498,0.000707498
53,141.248,0.52934,0.39983,1.15804,0.99137,0.99405,0.995,0.82856,0.46596,0.29823,0.94164,0.000693351,0.000693351,0.000693351
54,143.902,0.53629,0.39951,1.17046,0.99379,0.99984,0.995,0.83201,0.4742,0.29185,0.94974,0.000679204,0.000679204,0.000679204
55,146.616,0.53702,0.40591,1.17098,0.99373,0.99815,0.995,0.81458,0.49525,0.28879,0.94231,0.000665057,0.000665057,0.000665057
56,149.329,0.54393,0.40385,1.13666,0.99553,1,0.995,0.82672,0.48428,0.28238,0.92876,0.000650909,0.000650909,0.000650909
57,151.811,0.51616,0.39106,1.16554,0.99191,0.99939,0.995,0.83225,0.46773,0.27589,0.94308,0.000636762,0.000636762,0.000636762
58,154.303,0.52759,0.40513,1.13559,0.9941,1,0.995,0.84476,0.4624,0.27767,0.92324,0.000622615,0.000622615,0.000622615
59,156.719,0.51134,0.38366,1.12203,0.9969,0.99987,0.995,0.84013,0.46058,0.28256,0.94399,0.000608468,0.000608468,0.000608468
60,159.124,0.52017,0.38943,1.12508,0.99854,0.9985,0.995,0.85007,0.46795,0.29647,0.95499,0.000594321,0.000594321,0.000594321
61,161.492,0.50399,0.38693,1.13891,0.99813,0.98114,0.995,0.82899,0.47516,0.29717,0.9517,0.000580174,0.000580174,0.000580174
62,163.807,0.52068,0.39699,1.15535,0.99557,0.99491,0.995,0.82992,0.48582,0.29066,0.94368,0.000566027,0.000566027,0.000566027
63,166.165,0.5024,0.38991,1.16582,0.98773,1,0.995,0.84846,0.46297,0.28463,0.93205,0.00055188,0.00055188,0.00055188
64,168.549,0.52278,0.38714,1.14759,0.99824,1,0.995,0.8465,0.4559,0.2801,0.9317,0.000537733,0.000537733,0.000537733
65,170.949,0.5307,0.40125,1.16966,0.99634,1,0.995,0.84855,0.45761,0.28022,0.9311,0.000523586,0.000523586,0.000523586
66,173.541,0.50975,0.37631,1.16191,0.99665,1,0.995,0.84312,0.4902,0.28762,0.9489,0.000509438,0.000509438,0.000509438
67,176.202,0.50894,0.38485,1.13152,0.99661,1,0.995,0.84178,0.4836,0.27795,0.93405,0.000495291,0.000495291,0.000495291
68,178.618,0.52668,0.39488,1.13846,0.99642,1,0.995,0.83478,0.47895,0.27839,0.93678,0.000481144,0.000481144,0.000481144
69,181.044,0.50155,0.37461,1.12352,0.99527,0.99815,0.995,0.84995,0.45656,0.27668,0.92963,0.000466997,0.000466997,0.000466997
70,183.64,0.50718,0.37999,1.13254,0.99709,1,0.995,0.84258,0.46016,0.27804,0.92447,0.00045285,0.00045285,0.00045285
71,186.049,0.49409,0.36647,1.12415,0.99639,1,0.995,0.84329,0.46654,0.26788,0.92268,0.000438703,0.000438703,0.000438703
72,188.453,0.48593,0.34992,1.11135,0.99653,1,0.995,0.85534,0.45265,0.26613,0.92372,0.000424556,0.000424556,0.000424556
73,190.95,0.4955,0.36027,1.14703,0.99432,1,0.99498,0.85332,0.45037,0.27141,0.91977,0.000410409,0.000410409,0.000410409
74,193.445,0.48731,0.36523,1.11564,0.99372,1,0.99496,0.84585,0.43523,0.26159,0.91591,0.000396262,0.000396262,0.000396262
75,195.929,0.4965,0.37241,1.14987,0.99536,1,0.995,0.8457,0.45082,0.27073,0.91989,0.000382115,0.000382115,0.000382115
76,198.327,0.50204,0.36785,1.13013,0.99704,0.99962,0.995,0.85645,0.45543,0.2717,0.92698,0.000367967,0.000367967,0.000367967
77,200.735,0.50867,0.36543,1.11646,0.99807,0.99991,0.995,0.86604,0.43272,0.25985,0.90986,0.00035382,0.00035382,0.00035382
78,203.142,0.50017,0.3703,1.1384,0.99745,1,0.995,0.86196,0.43921,0.26127,0.91545,0.000339673,0.000339673,0.000339673
79,205.506,0.49187,0.35806,1.12427,0.99669,1,0.995,0.85593,0.43506,0.25566,0.90987,0.000325526,0.000325526,0.000325526
80,207.879,0.49013,0.36916,1.14825,0.99519,1,0.995,0.85592,0.43378,0.25413,0.90467,0.000311379,0.000311379,0.000311379
81,210.27,0.47267,0.3543,1.16238,0.99721,1,0.995,0.84589,0.44187,0.25464,0.90376,0.000297232,0.000297232,0.000297232
82,212.731,0.48139,0.3549,1.12171,0.99625,0.99959,0.995,0.86304,0.43111,0.25673,0.90622,0.000283085,0.000283085,0.000283085
83,215.212,0.46741,0.34672,1.10678,0.99451,0.99742,0.995,0.85291,0.44444,0.26041,0.90397,0.000268938,0.000268938,0.000268938
84,217.612,0.46808,0.35249,1.11305,0.99441,0.99863,0.995,0.86169,0.44063,0.26109,0.91746,0.000254791,0.000254791,0.000254791
85,220.304,0.47626,0.35154,1.12537,0.99504,0.99853,0.99498,0.86553,0.43769,0.25984,0.91152,0.000240644,0.000240644,0.000240644
86,222.921,0.47215,0.34179,1.10729,0.99646,0.99929,0.99498,0.86062,0.43483,0.25252,0.91175,0.000226497,0.000226497,0.000226497
87,225.438,0.47259,0.34577,1.10854,0.99644,1,0.995,0.87178,0.42872,0.25276,0.90326,0.000212349,0.000212349,0.000212349
88,227.837,0.47025,0.35194,1.09427,0.99632,1,0.995,0.87668,0.41913,0.25213,0.90041,0.000198202,0.000198202,0.000198202
89,230.462,0.486,0.35563,1.12675,0.99582,1,0.995,0.87253,0.42917,0.25664,0.90714,0.000184055,0.000184055,0.000184055
90,233.205,0.47724,0.34282,1.12181,0.99619,1,0.995,0.87775,0.41708,0.25242,0.90416,0.000169908,0.000169908,0.000169908
91,247.727,0.47197,0.32479,1.00566,0.99465,1,0.995,0.86535,0.43886,0.25132,0.90415,0.000155761,0.000155761,0.000155761
92,250.18,0.45407,0.31638,0.98788,0.99365,1,0.995,0.87228,0.41822,0.24955,0.89346,0.000141614,0.000141614,0.000141614
93,252.739,0.44802,0.30558,0.97781,0.99541,1,0.995,0.86649,0.4192,0.24952,0.89429,0.000127467,0.000127467,0.000127467
94,255.163,0.45313,0.31406,0.99359,0.99626,1,0.995,0.86563,0.42478,0.24815,0.89253,0.00011332,0.00011332,0.00011332
95,257.49,0.44482,0.2972,0.97933,0.99611,1,0.995,0.86763,0.42508,0.24745,0.89874,9.91726e-05,9.91726e-05,9.91726e-05
96,259.808,0.45522,0.30809,0.97672,0.99616,1,0.995,0.87184,0.41919,0.24613,0.90078,8.50255e-05,8.50255e-05,8.50255e-05
97,262.148,0.43553,0.2953,0.96076,0.99634,1,0.995,0.87391,0.42695,0.24801,0.89729,7.08784e-05,7.08784e-05,7.08784e-05
98,264.545,0.43316,0.29364,0.97071,0.9967,1,0.995,0.87127,0.4222,0.24917,0.89427,5.67313e-05,5.67313e-05,5.67313e-05
99,266.989,0.43582,0.28935,0.95327,0.99666,1,0.995,0.87798,0.41525,0.24676,0.89511,4.25842e-05,4.25842e-05,4.25842e-05
100,269.352,0.42808,0.29804,0.96454,0.99671,1,0.995,0.87971,0.41478,0.24623,0.89536,2.84371e-05,2.84371e-05,2.84371e-05
